ID,WL,U,V,SAL,TEMP,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,
5102,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5103,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5104,0.4291,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5105,0.4303,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5106,0.4301,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5107,0.429,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5108,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5109,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5110,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5111,0.432,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5112,0.4331,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5113,0.4335,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5114,0.4323,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5115,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5116,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5117,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5118,0.4299,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5119,0.4308,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5120,0.4314,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5121,0.4311,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5122,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5123,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5124,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5125,0.4299,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5126,0.4306,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5127,0.4311,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5128,0.4311,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5129,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5130,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5131,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5132,0.4294,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5133,0.4293,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5134,0.4303,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5135,0.4317,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5136,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5137,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5138,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5139,0.4351,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5140,0.4352,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5141,0.434,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5142,0.4353,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5143,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5144,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5145,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5146,0.4346,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5147,0.4352,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5148,0.4347,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5149,0.4358,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5150,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5151,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5152,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5153,0.4331,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5154,0.4335,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5155,0.4336,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5156,0.433,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5157,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5158,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5159,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5160,0.4337,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5161,0.4341,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5162,0.4343,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5163,0.4341,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5164,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5165,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5166,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5167,0.4316,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5168,0.4317,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5169,0.4311,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5170,0.4294,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5171,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5172,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5173,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5174,0.4312,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5175,0.4313,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5176,0.4306,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5177,0.4287,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5178,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5179,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5180,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5181,0.4296,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5182,0.4303,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5183,0.4298,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5184,0.4286,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5185,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5186,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5187,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5188,0.4312,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5189,0.4317,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5190,0.4312,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5191,0.4304,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5192,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5193,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5194,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5195,0.4303,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5196,0.431,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5197,0.4308,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5198,0.43,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5199,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5200,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5201,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5202,0.4295,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5203,0.4293,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5204,0.4296,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5205,0.4295,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5206,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5207,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5208,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5209,0.4291,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5210,0.4295,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5211,0.4292,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5212,0.4293,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5213,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5214,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5215,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5216,0.4291,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5217,0.4292,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5218,0.4292,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5219,0.4291,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5220,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5221,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5222,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5223,0.4288,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5224,0.4288,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5225,0.429,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5226,0.4291,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5227,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5228,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5229,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5230,0.428,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5231,0.4282,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5232,0.4283,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5233,0.4287,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5234,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5235,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5236,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5237,0.4268,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5238,0.4266,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5239,0.4271,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5240,0.4273,0,0,0.2,14.5,10.4,301.875,645.6406,1.3163,23.8393,0.2893,0.0289,208.3333,208.3333,12.8686,12.8686,0.3679,0.3679,19.5764,19.5764,19.5764,19.5764,
5241,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
5242,2.5,0,0,0.2,14.5,10.4,251,254.8043,2.5,150,0.7,0.07,208.3333,208.3333,20.25,20.25,0.548,0.548,4.7188,4.7188,4.7188,4.7188,
